long_east_deg,lat_north_deg,altitude_m,radius_m,roughness_rms_m
137.2754,-4.878,-3675.2,3391944.06,32.40259785817263
137.27475,-4.8831,-3670.36,3391948.6,24.076004265983137
137.27409,-4.8882,-3678.87,3391939.78,18.72404676481798
137.27344,-4.8932,-3647.04,3391971.31,13.98106853530358
137.27278,-4.8983,-3607.12,3392010.93,13.713788270736902
137.27207,-4.9034,-3612.5,3392005.24,14.243421927894378
137.2714,-4.9085,-3602.77,3392014.67,12.850778818918586
137.27073,-4.9136,-3587.28,3392029.85,12.200197692788306
137.27006,-4.9187,-3573.55,3392043.28,13.97397320638484
137.26939,-4.9238,-3549.22,3392067.3,15.567749602142186
137.26872,-4.9289,-3503.71,3392112.5,21.43861025467862
137.26805,-4.934,-3481.02,3392134.89,22.173566803007787
137.26738,-4.9391,-3453.32,3392162.28,20.208913892793728
137.26671,-4.9442,-3379.71,3392235.59,15.743675698058023
137.26604,-4.9492,-3422.47,3392192.52,15.31237747870313
137.26538,-4.9543,-3412.17,3392202.52,16.131467685015657
137.26471,-4.9594,-3399.17,3392215.21,19.878346934396813
137.26404,-4.9645,-3376.86,3392237.22,18.32099992887961
137.26337,-4.9696,-3356.33,3392257.44,18.53115863523212
137.2627,-4.9747,-3328.38,3392285.09,18.001185386529222
137.26203,-4.9798,-3311.3,3392301.86,17.557860108975913
137.26136,-4.9849,-3297.87,3392314.98,17.104346030103944
137.26069,-4.99,-3267.42,3392345.13,15.826995769136511
137.26002,-4.9951,-3253.24,3392359.0,16.931175176381057
137.25935,-5.0002,-3235.7,3392376.24,15.90723245989647
137.25865,-5.0053,-3192.04,3392419.6,15.363069584281524
137.25799,-5.0103,-3202.13,3392409.2,15.9293701885424
137.25733,-5.0154,-3214.82,3392396.2,21.623918216228613
137.25666,-5.0205,-3204.42,3392406.3,25.799612951076305
137.256,-5.0256,-3183.56,3392426.85,27.149097095162194
137.25533,-5.0307,-3140.98,3392469.12,27.67898496913795
137.25467,-5.0358,-3153.42,3392456.37,28.016834270551684
137.25334,-5.046,-3116.94,3392492.24,29.18187359610983
137.25267,-5.0511,-3096.89,3392511.98,13.063112105438027
137.25201,-5.0561,-3089.45,3392519.12,12.518927174837328
137.25134,-5.0612,-3083.3,3392524.96,11.771237973744695
137.25068,-5.0663,-3070.35,3392537.6,7.932406637472304
137.25001,-5.0714,-3043.82,3392563.83,6.376718501815918
137.24935,-5.0765,-3028.2,3392579.14,7.6699074993103356
137.24868,-5.0816,-3040.29,3392566.74,7.560122295387421
137.24802,-5.0867,-3028.04,3392578.68,6.459874689828414
137.94138,-4.1074,-1993.64,3393663.7,22.73512232404549
137.94071,-4.1125,-2145.87,3393511.18,41.2741694296271
137.94008,-4.1176,-2266.59,3393390.18,54.84928556095624
137.93943,-4.1227,-2338.78,3393317.7,48.28245370355968
137.93877,-4.1278,-2339.48,3393316.71,33.40309005482145
137.93812,-4.1329,-2331.93,3393323.97,35.05921174498717
137.93747,-4.138,-2403.1,3393252.51,45.56966030010593
137.93681,-4.143,-2442.07,3393213.26,38.70472065990492
137.93616,-4.1481,-2561.52,3393093.52,26.186390399696393
137.93551,-4.1532,-2706.0,3392948.75,25.12779442638145
137.93485,-4.1583,-2820.4,3392834.06,23.82458044108265
137.9342,-4.1634,-2909.15,3392745.02,24.058945080234356
137.93355,-4.1685,-3012.25,3392641.64,37.93352013508378
137.93289,-4.1735,-3062.76,3392590.84,41.891185477080654
137.93224,-4.1786,-3127.47,3392525.84,34.44587022256776
137.93159,-4.1837,-3120.33,3392532.69,25.549792480854514
137.93093,-4.1888,-3154.44,3392498.29,32.9019220453584
137.93028,-4.1939,-3204.14,3392448.31,44.084653071481725
137.92963,-4.199,-3238.26,3392413.9,45.64713458770658
137.92897,-4.2041,-3359.91,3392291.96,56.107151672304376
137.92767,-4.2142,-3607.17,3392044.12,46.05599453801201
137.92702,-4.2193,-3696.63,3391954.39,51.544831109392156
137.92636,-4.2244,-3742.49,3391908.24,44.66171367138825
137.92571,-4.2295,-3753.69,3391896.75,27.999407453700137
137.92506,-4.2346,-3765.12,3391885.02,17.01884380598242
137.9244,-4.2397,-3777.19,3391872.66,15.37447170540554
137.92375,-4.2448,-3788.73,3391860.83,21.255946790197797
137.9231,-4.2499,-3798.4,3391850.87,30.991455975446783
137.92244,-4.2549,-3820.12,3391828.86,29.965280147488336
137.92179,-4.26,-3841.37,3391807.32,24.699820574259906
137.92114,-4.2651,-3915.56,3391732.84,21.762279853106033
137.92048,-4.2702,-3972.17,3391675.93,23.345878614388564
137.91983,-4.2753,-3998.57,3391649.24,23.554178476442146
137.91918,-4.2804,-4023.59,3391623.93,10.709876982143298
137.91852,-4.2855,-4040.44,3391606.79,7.429042144796678
137.91787,-4.2906,-4057.27,3391589.67,9.793267543219638
137.91722,-4.2957,-4072.35,3391574.3,9.456737980076651
137.91656,-4.3007,-4083.2,3391563.16,6.868589309098572
137.91591,-4.3058,-4087.56,3391558.5,4.414989147770183
137.91526,-4.3109,-4085.73,3391560.04,3.8040621720085936
137.9146,-4.316,-4098.33,3391547.15,4.249479793868766
137.91327,-4.3262,-4116.99,3391527.9,3.226284989329956
137.91261,-4.3313,-4127.73,3391516.87,2.8892980549386094
137.91195,-4.3364,-4141.97,3391502.33,2.819182456238203
137.91129,-4.3415,-4152.82,3391491.19,3.7335985200778112
137.91063,-4.3466,-4164.75,3391478.97,3.655998061975229
137.90997,-4.3517,-4172.6,3391470.82,3.877535295835733
137.90931,-4.3567,-4177.02,3391466.11,3.5462071319748407
137.90865,-4.3618,-4184.12,3391458.71,3.521095814153116
137.90799,-4.3669,-4196.0,3391446.54,3.354780020198883
137.90733,-4.372,-4202.28,3391439.96,3.2533184731058187
137.90667,-4.3771,-4209.39,3391432.56,3.0280023082481486
137.90601,-4.3822,-4216.43,3391425.22,2.912454790437292
137.90535,-4.3873,-4224.29,3391417.07,2.6157359433518543
137.90469,-4.3924,-4235.53,3391405.53,2.805238861794237
137.90403,-4.3975,-4242.48,3391398.29,2.539748888761403
137.90337,-4.4026,-4248.08,3391392.4,2.3520354329479347
137.90271,-4.4077,-4251.86,3391388.32,2.3715728382522396
137.90205,-4.4127,-4261.51,3391378.38,2.305489969562417
137.90139,-4.4178,-4266.39,3391373.2,2.5541985906239093
137.90073,-4.4229,-4272.28,3391367.03,2.327452639464466
137.90007,-4.428,-4283.38,3391355.63,1.8182993684295694
137.89941,-4.4331,-4286.8,3391351.92,1.968033933936473
137.89875,-4.4382,-4289.0,3391349.42,1.9834154630193306
137.89809,-4.4433,-4296.5,3391341.62,2.243329536826539
137.89742,-4.4484,-4305.37,3391332.45,5.610975670739007
137.89676,-4.4535,-4309.41,3391328.11,23.517920537364763
137.8961,-4.4586,-4319.2,3391318.03,41.122491293012494
137.89544,-4.4637,-4311.48,3391325.45,41.0574798922014
137.89478,-4.4688,-4278.51,3391358.12,39.14539679973741
137.89412,-4.4739,-4175.78,3391460.55,63.4179338372435
137.89346,-4.479,-4104.13,3391531.9,68.17222820885931
137.8928,-4.484,-4160.38,3391475.35,53.51042230840363
137.89214,-4.4891,-4242.79,3391392.65,34.560660548195074
137.89148,-4.4942,-4259.64,3391375.5,36.16963135697935
137.89082,-4.4993,-4270.82,3391364.02,29.68100335184568
137.89016,-4.5044,-4259.15,3391375.39,15.53794876585802
137.8895,-4.5095,-4266.45,3391367.79,14.414756879233453
137.88884,-4.5146,-4223.35,3391410.6,12.648184634702735
137.88818,-4.5197,-4222.25,3391411.4,11.530765426557416
137.88754,-4.5248,-4188.45,3391444.9,8.002636533616329
137.88688,-4.5299,-4161.39,3391471.66,9.713365219079508
137.88623,-4.535,-4112.3,3391520.45,8.510359431420389
137.88557,-4.5401,-4079.51,3391552.94,12.018870196574062
137.88492,-4.5452,-4053.98,3391578.17,15.154096107352997
137.88426,-4.5503,-4040.02,3391591.84,12.513901174840028
137.88361,-4.5554,-4022.51,3391609.05,10.330907843367298
137.88295,-4.5605,-4013.72,3391617.53,16.285081130696337
137.8823,-4.5656,-4000.57,3391630.38,18.567972410428265
137.88164,-4.5707,-3989.61,3391641.04,16.41145918485661
137.88099,-4.5758,-3972.03,3391658.32,15.450376165775824
137.88033,-4.5809,-3932.18,3391697.87,13.077808080328714
137.87968,-4.586,-3921.0,3391708.75,14.850309045759406
137.87902,-4.5911,-3863.54,3391765.9,17.163292272001467
137.87837,-4.5962,-3878.09,3391751.05,18.26028245476548
137.87771,-4.6013,-3872.52,3391756.33,17.663836815501778
137.87706,-4.6064,-3857.05,3391771.5,18.22191076364797
137.8764,-4.6115,-3811.74,3391816.51,22.024455624536078
137.87575,-4.6166,-3815.72,3391812.23,23.57252538258199
137.87509,-4.6217,-3806.65,3391821.0,29.123615711486266
137.87444,-4.6268,-3786.43,3391840.91,28.65073834917745
137.87378,-4.6319,-3735.36,3391891.68,26.697703961373836
137.87313,-4.637,-3669.64,3391957.1,27.895538557857705
137.87247,-4.6421,-3626.85,3391999.58,24.218765712475324
137.87182,-4.6472,-3617.58,3392008.55,24.33307218599907
137.87116,-4.6523,-3529.06,3392096.77,21.208987949389183
137.87051,-4.6574,-3539.12,3392086.4,23.038311493447043
137.86985,-4.6624,-3556.65,3392068.57,24.642472920535692
137.86919,-4.6675,-3529.62,3392095.3,25.781357398478598
137.86854,-4.6726,-3491.63,3392132.98,21.963218231238393
137.86788,-4.6777,-3462.42,3392161.89,18.890201959406053
137.86723,-4.6828,-3430.17,3392193.83,18.29106476175013
137.86657,-4.6879,-3396.24,3392227.46,16.067141372276655
137.86592,-4.693,-3350.59,3392272.81,12.148239672826993
137.86526,-4.6981,-3299.97,3392323.12,15.385266298310507
137.86461,-4.7032,-3251.51,3392371.28,13.507983936566275
137.86395,-4.7083,-3198.69,3392423.8,12.46498140488586
137.8633,-4.7134,-3107.24,3392514.94,12.068157490581811
137.86264,-4.7185,-3042.98,3392578.9,12.39483369201378
137.86198,-4.7236,-2995.47,3392626.11,16.374989146069595
137.86131,-4.7287,-2927.17,3392694.11,18.602176657791297
137.86064,-4.7338,-2846.11,3392774.86,14.560458586965497
137.85998,-4.7389,-2754.31,3392866.35,17.935016043532737
137.85931,-4.744,-2651.81,3392968.55,21.70830527645078
137.85865,-4.7491,-2594.69,3393025.36,20.739827138320408
137.85798,-4.7542,-2533.74,3393086.02,20.963019283669237
137.85732,-4.7593,-2472.91,3393146.54,22.363433723261032
137.85666,-4.7644,-2394.18,3393224.96,18.637384940006246
137.85599,-4.7695,-2290.73,3393328.11,12.580131700417384
137.85533,-4.7746,-2196.15,3393422.38,8.175553392316033
137.85466,-4.7797,-2102.88,3393515.35,8.316151458038707
137.854,-4.7848,-2013.14,3393604.78,8.81937914693885
137.85333,-4.7899,-1924.34,3393693.27,11.79386318622584
137.85267,-4.795,-1830.14,3393787.17,13.227942737746886
137.852,-4.8001,-1737.25,3393879.75,11.026432534248725
137.85134,-4.8052,-1653.94,3393962.77,11.12871039105869
137.85067,-4.8103,-1569.19,3394047.21,12.783026753656783
137.85001,-4.8154,-1491.51,3394124.58,12.518421492149496
137.84934,-4.8205,-1415.8,3394199.99,11.175128369397914
137.84868,-4.8256,-1340.77,3394274.71,11.090748433825446
137.84801,-4.8307,-1265.82,3394349.35,13.173988945417472
137.84735,-4.8358,-1179.11,3394435.75,14.945190658352105
137.84669,-4.8409,-1104.57,3394509.98,15.069775914488453
137.84602,-4.846,-1021.34,3394592.9,13.952550822704032
137.84536,-4.8511,-926.43,3394687.5,11.301435799551141
137.84469,-4.8562,-839.1,3394774.54,8.940872374548002
137.84403,-4.8613,-756.65,3394856.68,8.359494769356681
137.84336,-4.8664,-670.94,3394942.08,9.577891956137588
137.8427,-4.8715,-581.36,3395031.35,12.245103692521743
137.84204,-4.8766,-504.47,3395107.93,10.862546268878969
137.84137,-4.8817,-427.28,3395184.82,10.271465357584074
137.84071,-4.8868,-350.8,3395260.99,9.764824724456547
137.84004,-4.8919,-264.58,3395346.9,8.751128459686562
137.83938,-4.897,-178.29,3395432.88,8.627549110097078
137.83871,-4.9021,-105.62,3395505.24,9.410915758863405
137.83805,-4.9072,-28.29,3395582.28,9.68350758369249
137.83738,-4.9123,51.29,3395661.55,15.284084768841433
137.83672,-4.9174,123.95,3395733.9,23.29255766569521
137.83606,-4.9225,189.62,3395799.26,23.53150570874082
137.83539,-4.9276,236.55,3395845.88,19.561303912716873
137.83475,-4.9327,255.0,3395864.01,13.452458549872711
137.8341,-4.9378,290.31,3395899.01,9.182465319042818
137.83345,-4.9429,317.23,3395925.62,11.602500311811568
137.83279,-4.948,338.68,3395946.76,10.252135302445366
137.83214,-4.9531,358.28,3395966.05,9.290520197841614
137.83148,-4.9582,372.84,3395980.31,9.732305098983698
137.83083,-4.9633,385.79,3395992.95,10.387958204284699
137.83018,-4.9684,402.39,3396009.24,10.191263333902087
137.82952,-4.9735,415.07,3396021.61,8.873133417995936
137.82887,-4.9785,425.69,3396031.92,7.034993385707033
137.82822,-4.9836,421.93,3396027.85,8.01793229757734
137.82756,-4.9887,401.85,3396007.46,7.559691560714999
137.82691,-4.9938,407.77,3396013.08,8.26793832572969
137.82625,-4.9989,389.88,3395994.87,12.373174367837107
137.8256,-5.004,385.16,3395989.84,15.050708423338852
137.82495,-5.0091,369.08,3395973.46,13.125974301426378
137.82429,-5.0142,331.69,3395935.76,9.596776042588445
137.82364,-5.0193,302.36,3395906.13,6.905096202330061
137.82299,-5.0244,277.06,3395880.52,8.038281831083566
137.82233,-5.0294,244.8,3395847.94,8.227236006130166
137.82103,-5.0396,198.94,3395801.47,7.212968972870012
137.82037,-5.0447,190.77,3395792.98,5.953891182551619
137.81972,-5.0498,166.38,3395768.28,5.707083938880377
137.81906,-5.0549,155.29,3395756.88,7.477425941934225
137.81841,-5.06,140.01,3395741.29,10.075033611447411
137.81776,-5.0651,120.09,3395721.05,12.14729275847581
137.8171,-5.0702,109.0,3395709.66,12.552118019865905
137.81645,-5.0753,92.17,3395692.52,10.041386932067475
137.81579,-5.0804,86.45,3395686.49,6.847250588365547
137.81514,-5.0854,68.93,3395668.65,4.480082717855917
137.37258,-4.0904,-2658.18,3393006.63,
137.37192,-4.0954,-2669.06,3392995.47,4.567925216402993
137.37126,-4.1005,-2676.73,3392987.52,11.753654672984052
137.37061,-4.1056,-2674.88,3392989.08,14.54160117691338
137.36995,-4.1107,-2691.2,3392972.48,14.112530050795684
137.36929,-4.1158,-2648.02,3393015.38,20.98867985110806
137.36863,-4.1209,-2637.65,3393025.47,33.48398818675857
137.36731,-4.1311,-2721.41,3392941.14,26.97831529826407
137.36666,-4.1362,-2798.55,3392863.72,23.409854124610064
137.366,-4.1413,-2858.09,3392803.9,29.957550890384365
137.36536,-4.1464,-2876.8,3392784.9,27.390550999142402
137.36469,-4.1515,-2874.14,3392787.27,24.792245695959465
137.36403,-4.1566,-2857.48,3392803.64,24.3431381457905
137.36337,-4.1617,-2932.38,3392728.46,25.529239807916586
137.36271,-4.1668,-2990.14,3392670.41,39.41818858808745
137.36205,-4.1719,-2987.77,3392672.5,42.744701128585824
137.36138,-4.1769,-2973.39,3392686.59,38.41454312268413
137.36072,-4.182,-2954.26,3392705.43,46.08240670997676
137.36006,-4.1871,-2958.42,3392700.99,46.349374494063944
137.3594,-4.1922,-3039.64,3392619.48,37.774064572755336
137.35874,-4.1973,-3068.41,3392590.43,27.55509654981119
137.35808,-4.2024,-3101.39,3392557.16,38.3993902730836
137.35741,-4.2075,-3119.89,3392538.38,54.597734446001056
137.35675,-4.2126,-3223.76,3392434.22,52.89386309504249
137.3561,-4.2177,-3361.17,3392296.52,34.55684531602907
137.35544,-4.2228,-3533.05,3392124.36,23.999759756968732
137.35478,-4.2279,-3655.76,3392001.36,35.372893066422805
137.35412,-4.233,-3745.27,3391911.57,37.67658066523734
137.35346,-4.2381,-3824.56,3391831.99,33.27316603698564
137.3528,-4.2432,-3896.43,3391759.83,29.089919203700713
137.35212,-4.2483,-3944.33,3391711.65,24.21872893138997
137.35145,-4.2534,-3960.46,3391695.23,18.461122787773032
137.35079,-4.2585,-3976.78,3391678.62,10.972776112897034
137.35012,-4.2636,-3995.9,3391659.21,2.3724526682769658
137.34946,-4.2687,-4009.33,3391645.49,5.939038610209129
137.34879,-4.2738,-4023.1,3391631.43,14.007780104606782
137.34813,-4.2788,-4033.94,3391620.3,31.903541995111027
137.34746,-4.2839,-4025.22,3391628.73,37.501756773264596
137.3468,-4.289,-3989.16,3391664.5,35.423919840933394
137.34613,-4.2941,-3896.59,3391756.78,55.40298916218617
137.34546,-4.2992,-3851.97,3391801.12,62.78166567921127
137.3448,-4.3043,-3960.14,3391692.66,56.85169107316183
137.34413,-4.3094,-4055.64,3391596.87,35.96451743289583
137.34347,-4.3145,-4065.08,3391587.14,43.135508858181325
137.3428,-4.3196,-4048.07,3391603.86,51.65339811311103
137.34214,-4.3247,-4110.12,3391541.52,50.4832794490459
137.34147,-4.3298,-4162.26,3391489.09,51.51289658123267
137.34081,-4.3349,-4185.39,3391465.67,49.44982474738421
137.34014,-4.34,-4199.94,3391450.83,35.766749464518774
137.33948,-4.3451,-4214.84,3391435.64,13.573443429655898
137.33813,-4.3553,-4231.14,3391418.75,9.602525366396009
137.33747,-4.3604,-4236.1,3391413.5,10.107190834820155
137.33681,-4.3655,-4248.03,3391401.28,9.339498898918663
137.33615,-4.3706,-4253.94,3391395.08,8.987883002065383
137.33548,-4.3757,-4263.2,3391385.52,8.520152625436886
137.33482,-4.3808,-4272.46,3391375.97,8.920404713224254
137.33416,-4.3859,-4277.32,3391370.82,8.301730386808083
137.3335,-4.391,-4281.03,3391366.82,8.381920601673214
137.33284,-4.3961,-4291.92,3391355.64,8.660133436280875
137.33217,-4.4012,-4304.42,3391342.84,8.655196259556824
137.33151,-4.4063,-4319.43,3391327.54,8.841852110590205
137.33085,-4.4113,-4328.7,3391317.98,9.389513062288213
137.33019,-4.4164,-4335.83,3391310.56,9.267618303850346
137.32953,-4.4215,-4340.63,3391305.47,9.433393182933042
137.3282,-4.4317,-4349.87,3391295.64,8.679502916792718
137.32754,-4.4368,-4352.43,3391292.79,8.605173024175153
137.32688,-4.4419,-4354.3,3391290.63,8.49892679271844
137.32622,-4.447,-4361.26,3391283.38,8.024839709938291
