long_east,lat_north,altitude
137.913,-4.4548,-4302.14
137.91234,-4.4599,-4308.86
137.91168,-4.465,-4313.49
137.91102,-4.4701,-4311.94
137.91036,-4.4752,-4228.37
137.90969,-4.4803,-4159.22
137.90903,-4.4854,-4169.4
137.90838,-4.4905,-4264.02
137.90772,-4.4956,-4275.92
137.90706,-4.5007,-4265.37
137.9064,-4.5058,-4266.86
137.90574,-4.5109,-4255.85
137.90507,-4.516,-4234.47
137.90441,-4.5211,-4209.59
137.90375,-4.5262,-4172.12
137.90309,-4.5313,-4140.93
137.90243,-4.5364,-4113.86
137.90177,-4.5415,-4090.13
137.90111,-4.5466,-4066.0
137.90044,-4.5517,-4016.87
137.89978,-4.5568,-4024.2
137.89912,-4.5618,-4015.83
137.89846,-4.5669,-3994.16
137.8978,-4.572,-3964.1
137.89714,-4.5771,-3896.58
137.89648,-4.5822,-3873.21
137.89581,-4.5873,-3854.78
137.89515,-4.5924,-3826.24
137.89449,-4.5975,-3828.72
137.89383,-4.6026,-3813.99
137.89317,-4.6077,-3798.82
137.89251,-4.6128,-3799.91
137.89185,-4.6179,-3785.16
137.89119,-4.623,-3791.89
137.89053,-4.6281,-3777.97
137.88987,-4.6332,-3761.62
137.88921,-4.6383,-3752.23
137.88854,-4.6434,-3747.97
137.88788,-4.6485,-3732.3
137.88722,-4.6536,-3706.33
137.88656,-4.6587,-3675.8
137.8859,-4.6638,-3644.3
137.88524,-4.6689,-3616.83
137.88458,-4.674,-3583.05
137.88391,-4.6791,-3552.26
137.88325,-4.6842,-3518.31
137.88259,-4.6893,-3478.6
137.88193,-4.6944,-3435.7
137.88127,-4.6995,-3385.45
137.8806,-4.7046,-3329.14
137.87994,-4.7096,-3277.35
137.87928,-4.7147,-3209.02
137.87862,-4.7198,-3139.2
137.87796,-4.7249,-3065.36
137.8773,-4.73,-2992.08
137.87663,-4.7351,-2914.16
137.87597,-4.7402,-2833.8
137.87531,-4.7453,-2743.77
137.87465,-4.7504,-2653.33
137.87398,-4.7555,-2564.01
137.87332,-4.7606,-2473.98
137.87266,-4.7657,-2388.1
137.872,-4.7708,-2301.87
137.87133,-4.7758,-2218.96
137.87067,-4.7809,-2131.52
137.87001,-4.786,-2018.15
137.86935,-4.7911,-1924.82
137.86868,-4.7962,-1852.46
137.86802,-4.8013,-1777.42
137.86736,-4.8064,-1708.27
137.8667,-4.8115,-1631.75
137.86604,-4.8166,-1537.3
137.86472,-4.8268,-1399.5
137.86406,-4.8319,-1324.91
137.86339,-4.837,-1239.69
137.86273,-4.8421,-1147.5
137.86207,-4.8471,-1052.06
137.8614,-4.8522,-955.06
137.86074,-4.8573,-867.13
137.86007,-4.8624,-771.46
137.85941,-4.8675,-686.82
137.85874,-4.8726,-603.48
137.85808,-4.8777,-507.05
137.85741,-4.8828,-426.36
137.85675,-4.8879,-338.96
137.85608,-4.893,-266.16
137.85542,-4.8981,-186.34
137.85476,-4.9032,-102.65
137.85409,-4.9083,-31.36
137.85343,-4.9134,46.68
137.85276,-4.9185,117.38
137.85207,-4.9236,185.62
137.8514,-4.9287,223.12
137.85073,-4.9338,241.96
137.85006,-4.9389,272.72
137.84939,-4.944,302.15
137.84872,-4.9491,321.31
137.84805,-4.9542,337.52
137.84738,-4.9593,352.95
137.84671,-4.9644,360.62
137.84604,-4.9695,356.91
137.84537,-4.9746,366.1
137.8447,-4.9797,357.45
137.84403,-4.9848,351.89
137.84336,-4.9899,367.5
137.84269,-4.995,356.54
137.84202,-5.0001,333.56
137.84134,-5.0052,339.85
137.84068,-5.0103,307.42
137.84001,-5.0154,265.65
137.83934,-5.0205,235.99
137.83866,-5.0256,204.7
137.83799,-5.0307,191.24
137.83732,-5.0358,171.58
137.83665,-5.0409,149.16
137.83598,-5.046,129.35
137.83532,-5.0511,105.79
137.83465,-5.0562,92.03
137.83398,-5.0613,77.83
137.83331,-5.0664,75.45
137.83264,-5.0715,71.03
137.83197,-5.0765,75.55
137.8313,-5.0816,76.8
137.83064,-5.0867,64.46
137.58978,-5.0856,-1695.81
137.58911,-5.0805,-1687.91
137.58844,-5.0754,-1699.94
137.58776,-5.0703,-1696.27
137.58709,-5.0652,-1703.34
137.58642,-5.0601,-1702.26
137.58575,-5.055,-1686.74
137.5844,-5.0449,-1684.97
137.58372,-5.0397,-1671.07
137.58305,-5.0346,-1672.19
137.58238,-5.0295,-1678.68
137.5817,-5.0244,-1661.8
137.58103,-5.0193,-1646.81
137.58035,-5.0142,-1611.22
137.57968,-5.0091,-1611.6
137.57901,-5.004,-1646.49
137.57833,-4.9989,-1649.76
137.57766,-4.9938,-1637.07
137.57699,-4.9887,-1609.77
137.57631,-4.9836,-1563.63
137.57564,-4.9785,-1514.23
137.57496,-4.9734,-1426.52
137.57429,-4.9683,-1399.87
137.57362,-4.9632,-1402.17
137.57294,-4.9581,-1409.26
137.57227,-4.953,-1444.15
137.5716,-4.9479,-1455.8
137.57092,-4.9428,-1477.06
137.57021,-4.9377,-1526.67
137.56955,-4.9326,-1545.01
137.56888,-4.9275,-1568.58
137.56822,-4.9224,-1589.23
137.56755,-4.9173,-1595.99
137.56688,-4.9122,-1593.63
137.56622,-4.9071,-1595.21
137.56555,-4.902,-1615.88
137.56489,-4.8969,-1630.39
137.56422,-4.8918,-1653.32
137.56355,-4.8867,-1684.44
137.56289,-4.8816,-1714.4
137.56222,-4.8765,-1724.99
137.56155,-4.8714,-1735.43
137.56022,-4.8612,-1774.78
137.55956,-4.8561,-1805.18
137.55889,-4.851,-1830.91
137.55822,-4.8459,-1846.73
137.55756,-4.8408,-1843.69
137.55694,-4.8358,-1855.04
137.55628,-4.8307,-1884.67
137.55563,-4.8256,-1927.37
137.55497,-4.8205,-1936.02
137.55431,-4.8154,-1972.75
137.55365,-4.8103,-2006.82
137.553,-4.8052,-2051.08
137.55234,-4.8001,-2097.48
137.55168,-4.795,-2142.43
137.55102,-4.7899,-2226.09
137.55037,-4.7848,-2272.15
