long_east_deg,lat_north_deg,altitude_m,radius_m
137.28115,-4.7934,-4304.2,3391320.16
137.28048,-4.7984,-4331.75,3391292.3
137.27915,-4.8086,-4312.51,3391310.94
137.27849,-4.8137,-4285.45,3391337.7
137.27782,-4.8188,-4267.13,3391355.71
137.27716,-4.8239,-4200.94,3391421.6
137.27649,-4.829,-4070.78,3391551.46
137.27582,-4.8341,-4047.94,3391574.0
137.27516,-4.8392,-4021.47,3391600.16
137.27449,-4.8443,-3927.84,3391693.49
137.27383,-4.8494,-3974.67,3391646.36
137.27316,-4.8545,-3975.5,3391645.23
137.27251,-4.8596,-3932.49,3391687.93
137.27184,-4.8647,-3874.73,3391745.38
137.27118,-4.8698,-3826.66,3391793.15
137.27051,-4.8749,-3777.55,3391841.95
137.26985,-4.88,-3700.9,3391918.3
137.26919,-4.8851,-3696.72,3391922.17
137.26852,-4.8902,-3685.51,3391933.08
137.26786,-4.8953,-3676.41,3391941.87
137.2672,-4.9004,-3629.07,3391988.91
137.26653,-4.9055,-3598.63,3392019.04
137.26587,-4.9106,-3582.85,3392034.52
137.26521,-4.9157,-3595.97,3392021.09
137.26454,-4.9208,-3577.54,3392039.22
137.26388,-4.9259,-3557.17,3392059.28
137.26322,-4.931,-3540.66,3392075.49
137.26255,-4.9361,-3513.17,3392102.67
137.26189,-4.9412,-3478.94,3392136.6
137.26122,-4.9462,-3466.49,3392148.74
137.26056,-4.9513,-3445.06,3392169.87
137.2599,-4.9564,-3423.28,3392191.34
137.25922,-4.9615,-3388.81,3392225.52
137.25856,-4.9666,-3359.32,3392254.7
137.2579,-4.9717,-3309.06,3392304.65
137.25724,-4.9768,-3310.45,3392302.96
137.25658,-4.9819,-3320.6,3392292.5
137.25591,-4.987,-3307.73,3392305.06
137.25525,-4.9921,-3300.46,3392312.02
137.25459,-4.9972,-3295.65,3392316.53
137.25393,-5.0023,-3286.64,3392325.23
137.25327,-5.0074,-3278.59,3392332.97
137.25261,-5.0125,-3254.87,3392356.39
137.25195,-5.0176,-3237.32,3392373.63
137.25128,-5.0227,-3220.63,3392390.01
137.25062,-5.0278,-3212.0,3392398.34
137.24996,-5.0329,-3201.45,3392408.58
137.2493,-5.038,-3178.86,3392430.86
137.24864,-5.0431,-3167.57,3392441.84
137.24798,-5.0482,-3162.51,3392446.6
137.24731,-5.0533,-3152.81,3392455.99
137.24665,-5.0584,-3126.43,3392482.06
137.246,-5.0635,-3117.8,3392490.38
137.24534,-5.0686,-3097.73,3392510.14
137.24468,-5.0737,-3091.04,3392516.52
137.24402,-5.0788,-3085.69,3392521.57
137.2427,-5.0889,-3080.72,3392525.92
137.94146,-4.2356,-3758.08,3391891.6
137.94079,-4.2407,-3773.51,3391875.88
137.94012,-4.2458,-3793.96,3391855.14
137.93945,-4.2508,-3751.88,3391896.93
137.93879,-4.2559,-3812.5,3391836.02
137.93812,-4.261,-3880.42,3391767.8
137.93745,-4.2661,-3919.98,3391727.95
137.93679,-4.2712,-3933.79,3391713.85
137.93612,-4.2763,-3962.12,3391685.23
137.93545,-4.2814,-3991.2,3391655.86
137.93478,-4.2865,-3990.46,3391656.31
137.93412,-4.2916,-4034.28,3391612.2
137.93345,-4.2967,-4068.25,3391577.93
137.93278,-4.3017,-4082.39,3391563.5
137.93211,-4.3068,-4086.54,3391559.06
137.93147,-4.312,-4082.22,3391563.1
137.93081,-4.3171,-4093.01,3391552.01
137.93015,-4.3222,-4099.82,3391544.91
137.92949,-4.3273,-4109.42,3391535.01
137.92883,-4.3324,-4122.08,3391522.06
137.92818,-4.3375,-4132.83,3391511.01
137.92752,-4.3426,-4144.37,3391499.17
137.92686,-4.3477,-4163.8,3391479.45
137.9262,-4.3528,-4171.13,3391471.82
137.92554,-4.3579,-4175.28,3391467.38
137.92488,-4.363,-4181.84,3391460.52
137.92422,-4.3681,-4184.76,3391457.31
137.92356,-4.3732,-4194.01,3391447.76
137.9229,-4.3783,-4203.29,3391438.19
137.92224,-4.3834,-4212.2,3391428.98
137.92158,-4.3885,-4219.25,3391421.63
137.92092,-4.3936,-4226.7,3391413.89
137.92026,-4.3987,-4231.89,3391408.4
137.9196,-4.4038,-4237.47,3391402.53
137.91894,-4.4089,-4242.25,3391397.45
