long_east_deg,lat_north_deg,altitude_m,radius_m,slope_deg
137.61425,-4.408,-4403.5,3391240.13,1.6851911577346261
137.61359,-4.4029,-4397.18,3391246.76,1.536279236947962
137.61293,-4.3978,-4390.14,3391254.12,1.5572776898402023
137.61226,-4.3927,-4383.31,3391261.26,1.6662407301988562
137.6116,-4.3876,-4372.39,3391272.49,1.805448826299776
137.61092,-4.3825,-4364.13,3391281.04,1.926166607559215
137.61025,-4.3775,-4355.14,3391290.34,1.9950989222211273
137.60958,-4.3724,-4345.47,3391300.32,1.9166708018815342
137.60892,-4.3673,-4336.13,3391309.97,1.9508778610564346
137.60825,-4.3622,-4328.57,3391317.84,1.9306658626701927
137.60758,-4.3571,-4314.66,3391332.06,2.023623240893506
137.60692,-4.352,-4301.49,3391345.54,2.0285206968732385
137.60625,-4.3469,-4291.05,3391356.28,2.069497294263493
137.60558,-4.3418,-4279.42,3391368.22,2.042006075744169
137.60492,-4.3367,-4270.35,3391377.6,2.0154383779398124
137.60425,-4.3316,-4260.39,3391387.86,1.8287915857117398
137.60358,-4.3265,-4249.49,3391399.07,1.8349140982388343
137.60292,-4.3215,-4246.15,3391402.72,1.7651547615892071
137.60225,-4.3164,-4238.95,3391410.22,1.65380750939005
137.60158,-4.3113,-4218.67,3391430.81,1.6242182598163228
137.60092,-4.3062,-4214.15,3391435.64,1.6075811563308615
137.60025,-4.3011,-4206.38,3391443.72,1.4081900704075434
137.59958,-4.296,-4203.34,3391447.07,1.2108257868989034
137.59892,-4.2909,-4199.55,3391451.17,1.1020398971628311
137.59825,-4.2858,-4189.53,3391461.5,1.1584918800953137
137.59692,-4.2757,-4181.62,3391470.02,2.5301908673541815
137.59625,-4.2706,-4177.49,3391474.45,4.805124613765393
137.59558,-4.2655,-4163.88,3391488.37,7.662791686610282
137.59492,-4.2604,-4145.15,3391507.4,7.655668769323491
137.59425,-4.2553,-4149.35,3391503.5,6.2805863739776875
137.59358,-4.2502,-4126.84,3391526.31,4.458502546777781
137.59292,-4.2451,-4118.2,3391535.26,
137.59225,-4.24,-4096.01,3391557.75,
137.59158,-4.2349,-4070.14,3391583.93,
137.59092,-4.2298,-4042.79,3391611.58,
137.59025,-4.2247,-4010.34,3391644.34,
137.58958,-4.2196,-3973.14,3391681.84,
137.58892,-4.2145,-3935.24,3391720.05,
137.58825,-4.2095,-3895.23,3391760.36,
137.58758,-4.2044,-3849.83,3391806.06,
137.58692,-4.1993,-3792.33,3391863.86,
137.58625,-4.1942,-3688.21,3391968.29,
137.58559,-4.1891,-3587.16,3392069.64,
137.58492,-4.184,-3493.72,3392163.39,
137.58425,-4.1789,-3382.4,3392275.01,
137.58358,-4.1738,-3326.53,3392331.18,
137.58292,-4.1687,-3361.08,3392296.93,
137.58225,-4.1636,-3436.26,3392222.05,
137.58158,-4.1585,-3457.76,3392200.85,
137.58091,-4.1534,-3434.54,3392224.37,
137.58025,-4.1483,-3332.92,3392326.29,
137.57958,-4.1432,-3207.31,3392452.21,
137.57892,-4.1381,-3057.84,3392601.98,
137.57825,-4.133,-2916.08,3392744.04,
137.57758,-4.1279,-2907.87,3392752.55,
137.57692,-4.1228,-2860.68,3392800.04,
137.57625,-4.1177,-2789.46,3392871.56,
137.57558,-4.1126,-2684.87,3392976.46,
137.57492,-4.1075,-2600.07,3393061.56,
137.57425,-4.1024,-2522.58,3393139.35,
137.57359,-4.0973,-2432.95,3393229.28,
137.57292,-4.0922,-2413.15,3393249.38,
136.97714,-4.0929,-2017.66,3393651.95,
136.97649,-4.098,-2049.47,3393619.86,
136.97583,-4.1031,-2080.62,3393588.43,
136.97517,-4.1082,-2081.43,3393587.34,
136.97451,-4.1133,-2124.35,3393544.14,
136.97385,-4.1184,-2168.13,3393500.08,10.182630759870149
136.97319,-4.1235,-2210.29,3393457.64,9.714834513902366
136.97253,-4.1286,-2249.19,3393418.46,8.06134671043537
136.97187,-4.1337,-2286.75,3393380.62,6.828791538638494
136.97121,-4.1388,-2316.67,3393350.42,7.31737939264285
136.97055,-4.1439,-2337.17,3393329.64,6.912751690433064
136.96989,-4.149,-2345.86,3393320.67,6.105956625407643
136.96857,-4.1592,-2352.63,3393313.33,3.734136778843443
136.96791,-4.1643,-2355.12,3393310.56,3.0366819000377703
136.96725,-4.1694,-2355.07,3393310.33,2.6588444145558654
136.96659,-4.1745,-2354.81,3393310.3,5.706467075860225
136.96593,-4.1796,-2356.22,3393308.61,6.706554930367666
136.96527,-4.1846,-2365.43,3393299.11,6.86385091808884
136.96461,-4.1897,-2371.01,3393293.25,6.8840670051083945
136.96394,-4.1948,-2375.31,3393288.67,6.930824856004131
136.96328,-4.1999,-2376.76,3393286.93,6.753817344433337
136.96262,-4.205,-2390.3,3393273.11,6.575159472395373
136.96196,-4.2101,-2383.84,3393279.28,5.947067460091943
136.9613,-4.2152,-2392.84,3393270.0,5.2111754120875355
136.96064,-4.2203,-2396.41,3393266.15,4.447716104539815
136.95998,-4.2254,-2400.03,3393262.24,4.187668741664352
136.95932,-4.2305,-2398.76,3393263.23,3.6565353466762853
136.95865,-4.2356,-2406.76,3393254.94,3.094401555855324
136.95799,-4.2407,-2411.14,3393250.28,2.7257428015271485
136.95733,-4.2458,-2413.81,3393247.33,2.6501386607206774
136.95667,-4.2509,-2443.31,3393217.54,2.9928961781646013
136.95597,-4.256,-2455.46,3393205.11,2.6928216150326905
