long_east_deg,lat_north_deg,altitude_m,radius_m,slope_deg
77.73636,18.6517,-2481.94,3391983.92,0.8260921585613524
77.73566,18.6568,-2481.13,3391983.86,1.0343506186429683
77.73496,18.6619,-2476.39,3391987.73,1.3465579925769642
77.73426,18.6669,-2469.21,3391994.04,2.098517828110071
77.73356,18.672,-2455.95,3392006.43,2.755772811233318
77.73286,18.677,-2448.31,3392013.19,3.0577223297626186
77.73216,18.6821,-2412.11,3392048.52,2.7898726819459543
77.73146,18.6872,-2395.22,3392064.54,2.5731813118783795
77.73077,18.6922,-2389.79,3392069.1,2.1990205579417306
77.73007,18.6973,-2395.78,3392062.24,1.8759000467050924
77.72937,18.7023,-2376.42,3392080.73,2.1725460937037058
77.72867,18.7074,-2359.9,3392096.38,2.677981037260653
77.72797,18.7124,-2360.86,3392094.55,2.877969489926524
77.72727,18.7175,-2338.13,3392116.41,3.002637942223242
77.72657,18.7226,-2319.73,3392133.94,3.2271333739572556
77.72588,18.7276,-2302.33,3392150.47,3.1250155725296254
77.72518,18.7327,-2292.89,3392159.04,2.6660534037576813
77.72448,18.7377,-2289.31,3392161.74,2.3112887064669425
77.72378,18.7428,-2278.05,3392172.13,2.0276509667179874
77.72308,18.7479,-2268.93,3392180.38,2.0306127439749866
77.72238,18.7529,-2255.34,3392193.1,2.321819216248
77.72168,18.758,-2248.33,3392199.23,2.6887607340478126
77.72098,18.763,-2235.48,3392211.21,3.0178307171647294
77.72028,18.7681,-2218.07,3392227.75,3.589154162758882
77.71958,18.7732,-2196.72,3392248.23,3.5361718422299604
77.71888,18.7782,-2172.95,3392271.12,2.9991039552551273
77.71818,18.7833,-2150.23,3392292.97,2.3498683181832125
77.71748,18.7883,-2141.57,3392300.76,1.9442031275742482
77.71678,18.7934,-2148.52,3392292.94,1.8182544192991204
77.71608,18.7985,-2143.97,3392296.61,1.9411532319358966
77.71538,18.8035,-2124.26,3392315.45,2.042033046821112
77.71468,18.8086,-2117.42,3392321.42,2.086094339933449
77.71398,18.8136,-2117.76,3392320.21,1.8305041767105625
77.71328,18.8187,-2105.98,3392331.11,1.8292693505465527
77.71258,18.8238,-2114.08,3392322.14,2.0557537598540203
77.71186,18.8288,-2119.59,3392315.77,1.9674504847679732
77.71116,18.8339,-2119.84,3392314.64,1.9966235641023535
77.71045,18.8389,-2129.41,3392304.2,1.8685007056504226
77.70975,18.844,-2139.51,3392293.23,1.7482522507437768
77.70904,18.8491,-2143.75,3392288.11,1.5398676996085592
77.70834,18.8541,-2150.35,3392280.64,1.0612190036470133
77.70763,18.8592,-2156.7,3392273.42,0.696658250006345
77.70692,18.8642,-2159.52,3392269.72,0.6146110968926679
77.70622,18.8693,-2149.01,3392279.36,1.0436885502817328
77.70551,18.8743,-2139.11,3392288.39,1.5701057455805745
77.70481,18.8794,-2151.22,3392275.4,1.9132846300009088
77.7041,18.8845,-2126.15,3392299.6,1.98576166009036
77.70339,18.8895,-2103.65,3392321.23,2.2716921337882323
77.70269,18.8946,-2100.44,3392323.56,2.605890365642082
77.70198,18.8996,-2086.02,3392337.11,2.2599817095323984
77.70128,18.9047,-2082.52,3392339.74,2.1782818305682348
77.70057,18.9098,-2042.2,3392379.18,2.0817753661119167
77.69987,18.9148,-2054.17,3392366.34,2.32983653141235
77.69916,18.9199,-2030.79,3392388.85,2.4063683570949705
77.69845,18.9249,-2034.34,3392384.42,2.7882811126888103
77.69775,18.93,-2041.09,3392376.79,2.7429211183129687
77.69704,18.9351,-2056.24,3392360.77,3.0885200648056084
77.91053,18.9382,-2123.43,3392290.25,1.08599064956517
77.90983,18.9331,-2123.28,3392291.3,1.1823312710562475
77.90912,18.9281,-2140.11,3392275.36,1.4400226682074735
77.90842,18.923,-2145.44,3392270.93,1.3829459891987337
77.90771,18.918,-2138.96,3392278.31,1.7849977983738405
77.90701,18.9129,-2186.75,3392231.41,2.2710771621575327
77.9063,18.9078,-2176.4,3392242.66,2.7881333781742956
77.9056,18.9028,-2176.64,3392243.32,2.81886045516488
77.9049,18.8977,-2171.68,3392249.18,2.5403455695374957
77.90419,18.8927,-2173.74,3392248.01,2.171500798193433
77.90349,18.8876,-2169.12,3392253.53,2.0675992502219724
77.90278,18.8825,-2170.43,3392253.12,2.1800743174040074
